Condition,CodeType,DxCodeLocation,DxCode
COPD,ICD10DX,ANY,J43.2
COPD,ICD10DX,ANY,J43.9
COPD,ICD10DX,ANY,J44.0
COPD,ICD10DX,ANY,J44.1
COPD,ICD10DX,ANY,J44.9
COPD,ICD10DX,ANY,J47.0
COPD,ICD10DX,ANY,J47.1
COPD,ICD10DX,ANY,J47.9
COPD,ICD10DX,ANY,J98.2
COPD,ICD10DX,ANY,J98.3
DEPRESSN,ICD10DX,ANY,F06.31
DEPRESSN,ICD10DX,ANY,F06.32
DEPRESSN,ICD10DX,ANY,F31.0
DEPRESSN,ICD10DX,ANY,F31.10
DEPRESSN,ICD10DX,ANY,F31.11
DEPRESSN,ICD10DX,ANY,F31.12
DEPRESSN,ICD10DX,ANY,F31.13
DEPRESSN,ICD10DX,ANY,F31.2
DEPRESSN,ICD10DX,ANY,F31.30
DEPRESSN,ICD10DX,ANY,F31.31
DEPRESSN,ICD10DX,ANY,F31.32
DEPRESSN,ICD10DX,ANY,F31.4
DEPRESSN,ICD10DX,ANY,F31.5
DEPRESSN,ICD10DX,ANY,F31.60
DEPRESSN,ICD10DX,ANY,F31.61
DEPRESSN,ICD10DX,ANY,F31.62
DEPRESSN,ICD10DX,ANY,F31.63
DEPRESSN,ICD10DX,ANY,F31.64
DEPRESSN,ICD10DX,ANY,F31.71
DEPRESSN,ICD10DX,ANY,F31.73
DEPRESSN,ICD10DX,ANY,F31.75
DEPRESSN,ICD10DX,ANY,F31.76
DEPRESSN,ICD10DX,ANY,F31.77
DEPRESSN,ICD10DX,ANY,F31.78
DEPRESSN,ICD10DX,ANY,F31.81
DEPRESSN,ICD10DX,ANY,F31.89
DEPRESSN,ICD10DX,ANY,F31.9
DEPRESSN,ICD10DX,ANY,F32.0
DEPRESSN,ICD10DX,ANY,F32.1
DEPRESSN,ICD10DX,ANY,F32.2
DEPRESSN,ICD10DX,ANY,F32.3
DEPRESSN,ICD10DX,ANY,F32.4
DEPRESSN,ICD10DX,ANY,F32.5
DEPRESSN,ICD10DX,ANY,F32.8
DEPRESSN,ICD10DX,ANY,F32.89
DEPRESSN,ICD10DX,ANY,F32.9
DEPRESSN,ICD10DX,ANY,F32.A
DEPRESSN,ICD10DX,ANY,F33.0
DEPRESSN,ICD10DX,ANY,F33.1
DEPRESSN,ICD10DX,ANY,F33.2
DEPRESSN,ICD10DX,ANY,F33.3
DEPRESSN,ICD10DX,ANY,F33.40
DEPRESSN,ICD10DX,ANY,F33.41
DEPRESSN,ICD10DX,ANY,F33.42
DEPRESSN,ICD10DX,ANY,F33.8
DEPRESSN,ICD10DX,ANY,F33.9
DEPRESSN,ICD10DX,ANY,F34.0
DEPRESSN,ICD10DX,ANY,F34.1
DEPRESSN,ICD10DX,ANY,F43.21
DEPRESSN,ICD10DX,ANY,F43.23
DIABETES,ICD10DX,ANY,E08.00
DIABETES,ICD10DX,ANY,E08.01
DIABETES,ICD10DX,ANY,E08.10
DIABETES,ICD10DX,ANY,E08.11
DIABETES,ICD10DX,ANY,E08.21
DIABETES,ICD10DX,ANY,E08.22
DIABETES,ICD10DX,ANY,E08.29
DIABETES,ICD10DX,ANY,E08.311
DIABETES,ICD10DX,ANY,E08.319
DIABETES,ICD10DX,ANY,E08.321
DIABETES,ICD10DX,ANY,E08.3211
DIABETES,ICD10DX,ANY,E08.3212
DIABETES,ICD10DX,ANY,E08.3213
DIABETES,ICD10DX,ANY,E08.3219
DIABETES,ICD10DX,ANY,E08.329
DIABETES,ICD10DX,ANY,E08.3291
DIABETES,ICD10DX,ANY,E08.3292
DIABETES,ICD10DX,ANY,E08.3293
DIABETES,ICD10DX,ANY,E08.3299
DIABETES,ICD10DX,ANY,E08.331
DIABETES,ICD10DX,ANY,E08.3311
DIABETES,ICD10DX,ANY,E08.3312
DIABETES,ICD10DX,ANY,E08.3313
DIABETES,ICD10DX,ANY,E08.3319
DIABETES,ICD10DX,ANY,E08.339
DIABETES,ICD10DX,ANY,E08.3391
DIABETES,ICD10DX,ANY,E08.3392
DIABETES,ICD10DX,ANY,E08.3393
DIABETES,ICD10DX,ANY,E08.3399
DIABETES,ICD10DX,ANY,E08.341
DIABETES,ICD10DX,ANY,E08.3411
DIABETES,ICD10DX,ANY,E08.3412
DIABETES,ICD10DX,ANY,E08.3413
DIABETES,ICD10DX,ANY,E08.3419
DIABETES,ICD10DX,ANY,E08.349
DIABETES,ICD10DX,ANY,E08.3491
DIABETES,ICD10DX,ANY,E08.3492
DIABETES,ICD10DX,ANY,E08.3493
DIABETES,ICD10DX,ANY,E08.3499
DIABETES,ICD10DX,ANY,E08.351
DIABETES,ICD10DX,ANY,E08.3511
DIABETES,ICD10DX,ANY,E08.3512
DIABETES,ICD10DX,ANY,E08.3513
DIABETES,ICD10DX,ANY,E08.3519
DIABETES,ICD10DX,ANY,E08.3521
DIABETES,ICD10DX,ANY,E08.3522
DIABETES,ICD10DX,ANY,E08.3523
DIABETES,ICD10DX,ANY,E08.3529
DIABETES,ICD10DX,ANY,E08.3531
DIABETES,ICD10DX,ANY,E08.3532
DIABETES,ICD10DX,ANY,E08.3533
DIABETES,ICD10DX,ANY,E08.3539
DIABETES,ICD10DX,ANY,E08.3541
DIABETES,ICD10DX,ANY,E08.3542
DIABETES,ICD10DX,ANY,E08.3543
DIABETES,ICD10DX,ANY,E08.3549
DIABETES,ICD10DX,ANY,E08.3551
DIABETES,ICD10DX,ANY,E08.3552
DIABETES,ICD10DX,ANY,E08.3553
DIABETES,ICD10DX,ANY,E08.3559
DIABETES,ICD10DX,ANY,E08.359
DIABETES,ICD10DX,ANY,E08.3591
DIABETES,ICD10DX,ANY,E08.3592
DIABETES,ICD10DX,ANY,E08.3593
DIABETES,ICD10DX,ANY,E08.3599
DIABETES,ICD10DX,ANY,E08.36
DIABETES,ICD10DX,ANY,E08.37X1
DIABETES,ICD10DX,ANY,E08.37X2
DIABETES,ICD10DX,ANY,E08.37X3
DIABETES,ICD10DX,ANY,E08.37X9
DIABETES,ICD10DX,ANY,E08.39
DIABETES,ICD10DX,ANY,E08.40
DIABETES,ICD10DX,ANY,E08.41
DIABETES,ICD10DX,ANY,E08.42
DIABETES,ICD10DX,ANY,E08.43
DIABETES,ICD10DX,ANY,E08.44
DIABETES,ICD10DX,ANY,E08.49
DIABETES,ICD10DX,ANY,E08.51
DIABETES,ICD10DX,ANY,E08.52
DIABETES,ICD10DX,ANY,E08.59
DIABETES,ICD10DX,ANY,E08.610
DIABETES,ICD10DX,ANY,E08.618
DIABETES,ICD10DX,ANY,E08.620
DIABETES,ICD10DX,ANY,E08.621
DIABETES,ICD10DX,ANY,E08.622
DIABETES,ICD10DX,ANY,E08.628
DIABETES,ICD10DX,ANY,E08.630
DIABETES,ICD10DX,ANY,E08.638
DIABETES,ICD10DX,ANY,E08.641
DIABETES,ICD10DX,ANY,E08.649
DIABETES,ICD10DX,ANY,E08.65
DIABETES,ICD10DX,ANY,E08.69
DIABETES,ICD10DX,ANY,E08.8
DIABETES,ICD10DX,ANY,E08.9
DIABETES,ICD10DX,ANY,E09.00
DIABETES,ICD10DX,ANY,E09.01
DIABETES,ICD10DX,ANY,E09.10
DIABETES,ICD10DX,ANY,E09.11
DIABETES,ICD10DX,ANY,E09.21
DIABETES,ICD10DX,ANY,E09.22
DIABETES,ICD10DX,ANY,E09.29
DIABETES,ICD10DX,ANY,E09.311
DIABETES,ICD10DX,ANY,E09.319
DIABETES,ICD10DX,ANY,E09.321
DIABETES,ICD10DX,ANY,E09.3211
DIABETES,ICD10DX,ANY,E09.3212
DIABETES,ICD10DX,ANY,E09.3213
DIABETES,ICD10DX,ANY,E09.3219
DIABETES,ICD10DX,ANY,E09.329
DIABETES,ICD10DX,ANY,E09.3291
DIABETES,ICD10DX,ANY,E09.3292
DIABETES,ICD10DX,ANY,E09.3293
DIABETES,ICD10DX,ANY,E09.3299
DIABETES,ICD10DX,ANY,E09.331
DIABETES,ICD10DX,ANY,E09.3311
DIABETES,ICD10DX,ANY,E09.3312
DIABETES,ICD10DX,ANY,E09.3313
DIABETES,ICD10DX,ANY,E09.3319
DIABETES,ICD10DX,ANY,E09.339
DIABETES,ICD10DX,ANY,E09.3391
DIABETES,ICD10DX,ANY,E09.3392
DIABETES,ICD10DX,ANY,E09.3393
DIABETES,ICD10DX,ANY,E09.3399
DIABETES,ICD10DX,ANY,E09.341
DIABETES,ICD10DX,ANY,E09.3411
DIABETES,ICD10DX,ANY,E09.3412
DIABETES,ICD10DX,ANY,E09.3413
DIABETES,ICD10DX,ANY,E09.3419
DIABETES,ICD10DX,ANY,E09.349
DIABETES,ICD10DX,ANY,E09.3491
DIABETES,ICD10DX,ANY,E09.3492
DIABETES,ICD10DX,ANY,E09.3493
DIABETES,ICD10DX,ANY,E09.3499
DIABETES,ICD10DX,ANY,E09.351
DIABETES,ICD10DX,ANY,E09.3511
DIABETES,ICD10DX,ANY,E09.3512
DIABETES,ICD10DX,ANY,E09.3513
DIABETES,ICD10DX,ANY,E09.3519
DIABETES,ICD10DX,ANY,E09.3521
DIABETES,ICD10DX,ANY,E09.3522
DIABETES,ICD10DX,ANY,E09.3523
DIABETES,ICD10DX,ANY,E09.3529
DIABETES,ICD10DX,ANY,E09.3531
DIABETES,ICD10DX,ANY,E09.3532
DIABETES,ICD10DX,ANY,E09.3533
DIABETES,ICD10DX,ANY,E09.3539
DIABETES,ICD10DX,ANY,E09.3541
DIABETES,ICD10DX,ANY,E09.3542
DIABETES,ICD10DX,ANY,E09.3543
DIABETES,ICD10DX,ANY,E09.3549
DIABETES,ICD10DX,ANY,E09.3551
DIABETES,ICD10DX,ANY,E09.3552
DIABETES,ICD10DX,ANY,E09.3553
DIABETES,ICD10DX,ANY,E09.3559
DIABETES,ICD10DX,ANY,E09.359
DIABETES,ICD10DX,ANY,E09.3591
DIABETES,ICD10DX,ANY,E09.3592
DIABETES,ICD10DX,ANY,E09.3593
DIABETES,ICD10DX,ANY,E09.3599
DIABETES,ICD10DX,ANY,E09.36
DIABETES,ICD10DX,ANY,E09.37X1
DIABETES,ICD10DX,ANY,E09.37X2
DIABETES,ICD10DX,ANY,E09.37X3
DIABETES,ICD10DX,ANY,E09.37X9
DIABETES,ICD10DX,ANY,E09.39
DIABETES,ICD10DX,ANY,E09.40
DIABETES,ICD10DX,ANY,E09.41
DIABETES,ICD10DX,ANY,E09.42
DIABETES,ICD10DX,ANY,E09.43
DIABETES,ICD10DX,ANY,E09.44
DIABETES,ICD10DX,ANY,E09.49
DIABETES,ICD10DX,ANY,E09.51
DIABETES,ICD10DX,ANY,E09.52
DIABETES,ICD10DX,ANY,E09.59
DIABETES,ICD10DX,ANY,E09.610
DIABETES,ICD10DX,ANY,E09.618
DIABETES,ICD10DX,ANY,E09.620
DIABETES,ICD10DX,ANY,E09.621
DIABETES,ICD10DX,ANY,E09.622
DIABETES,ICD10DX,ANY,E09.628
DIABETES,ICD10DX,ANY,E09.630
DIABETES,ICD10DX,ANY,E09.638
DIABETES,ICD10DX,ANY,E09.641
DIABETES,ICD10DX,ANY,E09.649
DIABETES,ICD10DX,ANY,E09.65
DIABETES,ICD10DX,ANY,E09.69
DIABETES,ICD10DX,ANY,E09.8
DIABETES,ICD10DX,ANY,E09.9
DIABETES,ICD10DX,ANY,E10.10
DIABETES,ICD10DX,ANY,E10.11
DIABETES,ICD10DX,ANY,E10.21
DIABETES,ICD10DX,ANY,E10.22
DIABETES,ICD10DX,ANY,E10.29
DIABETES,ICD10DX,ANY,E10.311
DIABETES,ICD10DX,ANY,E10.319
DIABETES,ICD10DX,ANY,E10.321
DIABETES,ICD10DX,ANY,E10.3211
DIABETES,ICD10DX,ANY,E10.3212
DIABETES,ICD10DX,ANY,E10.3213
DIABETES,ICD10DX,ANY,E10.3219
DIABETES,ICD10DX,ANY,E10.329
DIABETES,ICD10DX,ANY,E10.3291
DIABETES,ICD10DX,ANY,E10.3292
DIABETES,ICD10DX,ANY,E10.3293
DIABETES,ICD10DX,ANY,E10.3299
DIABETES,ICD10DX,ANY,E10.331
DIABETES,ICD10DX,ANY,E10.3311
DIABETES,ICD10DX,ANY,E10.3312
DIABETES,ICD10DX,ANY,E10.3313
DIABETES,ICD10DX,ANY,E10.3319
DIABETES,ICD10DX,ANY,E10.339
DIABETES,ICD10DX,ANY,E10.3391
DIABETES,ICD10DX,ANY,E10.3392
DIABETES,ICD10DX,ANY,E10.3393
DIABETES,ICD10DX,ANY,E10.3399
DIABETES,ICD10DX,ANY,E10.341
DIABETES,ICD10DX,ANY,E10.3411
DIABETES,ICD10DX,ANY,E10.3412
DIABETES,ICD10DX,ANY,E10.3413
DIABETES,ICD10DX,ANY,E10.3419
DIABETES,ICD10DX,ANY,E10.349
DIABETES,ICD10DX,ANY,E10.3491
DIABETES,ICD10DX,ANY,E10.3492
DIABETES,ICD10DX,ANY,E10.3493
DIABETES,ICD10DX,ANY,E10.3499
DIABETES,ICD10DX,ANY,E10.351
DIABETES,ICD10DX,ANY,E10.3511
DIABETES,ICD10DX,ANY,E10.3512
DIABETES,ICD10DX,ANY,E10.3513
DIABETES,ICD10DX,ANY,E10.3519
DIABETES,ICD10DX,ANY,E10.359
DIABETES,ICD10DX,ANY,E10.36
DIABETES,ICD10DX,ANY,E10.37X1
DIABETES,ICD10DX,ANY,E10.37X2
DIABETES,ICD10DX,ANY,E10.37X3
DIABETES,ICD10DX,ANY,E10.37X9
DIABETES,ICD10DX,ANY,E10.39
DIABETES,ICD10DX,ANY,E10.40
DIABETES,ICD10DX,ANY,E10.41
DIABETES,ICD10DX,ANY,E10.42
DIABETES,ICD10DX,ANY,E10.43
DIABETES,ICD10DX,ANY,E10.44
DIABETES,ICD10DX,ANY,E10.49
DIABETES,ICD10DX,ANY,E10.51
DIABETES,ICD10DX,ANY,E10.52
DIABETES,ICD10DX,ANY,E10.59
DIABETES,ICD10DX,ANY,E10.610
DIABETES,ICD10DX,ANY,E10.618
DIABETES,ICD10DX,ANY,E10.620
DIABETES,ICD10DX,ANY,E10.621
DIABETES,ICD10DX,ANY,E10.622
DIABETES,ICD10DX,ANY,E10.628
DIABETES,ICD10DX,ANY,E10.630
DIABETES,ICD10DX,ANY,E10.638
DIABETES,ICD10DX,ANY,E10.641
DIABETES,ICD10DX,ANY,E10.649
DIABETES,ICD10DX,ANY,E10.65
DIABETES,ICD10DX,ANY,E10.69
DIABETES,ICD10DX,ANY,E10.8
DIABETES,ICD10DX,ANY,E10.9
DIABETES,ICD10DX,ANY,E11.00
DIABETES,ICD10DX,ANY,E11.01
DIABETES,ICD10DX,ANY,E11.10
DIABETES,ICD10DX,ANY,E11.11
DIABETES,ICD10DX,ANY,E11.21
DIABETES,ICD10DX,ANY,E11.22
DIABETES,ICD10DX,ANY,E11.29
DIABETES,ICD10DX,ANY,E11.311
DIABETES,ICD10DX,ANY,E11.319
DIABETES,ICD10DX,ANY,E11.321
DIABETES,ICD10DX,ANY,E11.3211
DIABETES,ICD10DX,ANY,E11.3212
DIABETES,ICD10DX,ANY,E11.3213
DIABETES,ICD10DX,ANY,E11.3219
DIABETES,ICD10DX,ANY,E11.329
DIABETES,ICD10DX,ANY,E11.3291
DIABETES,ICD10DX,ANY,E11.3292
DIABETES,ICD10DX,ANY,E11.3293
DIABETES,ICD10DX,ANY,E11.3299
DIABETES,ICD10DX,ANY,E11.331
DIABETES,ICD10DX,ANY,E11.3311
DIABETES,ICD10DX,ANY,E11.3312
DIABETES,ICD10DX,ANY,E11.3313
DIABETES,ICD10DX,ANY,E11.3319
DIABETES,ICD10DX,ANY,E11.339
DIABETES,ICD10DX,ANY,E11.3391
DIABETES,ICD10DX,ANY,E11.3392
DIABETES,ICD10DX,ANY,E11.3393
DIABETES,ICD10DX,ANY,E11.3399
DIABETES,ICD10DX,ANY,E11.341
DIABETES,ICD10DX,ANY,E11.3411
DIABETES,ICD10DX,ANY,E11.3412
DIABETES,ICD10DX,ANY,E11.3413
DIABETES,ICD10DX,ANY,E11.3419
DIABETES,ICD10DX,ANY,E11.349
DIABETES,ICD10DX,ANY,E11.3491
DIABETES,ICD10DX,ANY,E11.3492
DIABETES,ICD10DX,ANY,E11.3493
DIABETES,ICD10DX,ANY,E11.3499
DIABETES,ICD10DX,ANY,E11.351
DIABETES,ICD10DX,ANY,E11.3511
DIABETES,ICD10DX,ANY,E11.3512
DIABETES,ICD10DX,ANY,E11.3513
DIABETES,ICD10DX,ANY,E11.3519
DIABETES,ICD10DX,ANY,E11.3521
DIABETES,ICD10DX,ANY,E11.3522
DIABETES,ICD10DX,ANY,E11.3523
DIABETES,ICD10DX,ANY,E11.3529
DIABETES,ICD10DX,ANY,E11.3531
DIABETES,ICD10DX,ANY,E11.3532
DIABETES,ICD10DX,ANY,E11.3533
DIABETES,ICD10DX,ANY,E11.3539
DIABETES,ICD10DX,ANY,E11.3541
DIABETES,ICD10DX,ANY,E11.3542
DIABETES,ICD10DX,ANY,E11.3543
DIABETES,ICD10DX,ANY,E11.3549
DIABETES,ICD10DX,ANY,E11.3551
DIABETES,ICD10DX,ANY,E11.3552
DIABETES,ICD10DX,ANY,E11.3553
DIABETES,ICD10DX,ANY,E11.3559
DIABETES,ICD10DX,ANY,E11.359
DIABETES,ICD10DX,ANY,E11.3591
DIABETES,ICD10DX,ANY,E11.3592
DIABETES,ICD10DX,ANY,E11.3593
DIABETES,ICD10DX,ANY,E11.3599
DIABETES,ICD10DX,ANY,E11.36
DIABETES,ICD10DX,ANY,E11.37X1
DIABETES,ICD10DX,ANY,E11.37X2
DIABETES,ICD10DX,ANY,E11.37X3
DIABETES,ICD10DX,ANY,E11.37X9
DIABETES,ICD10DX,ANY,E11.39
DIABETES,ICD10DX,ANY,E11.40
DIABETES,ICD10DX,ANY,E11.41
DIABETES,ICD10DX,ANY,E11.42
DIABETES,ICD10DX,ANY,E11.43
DIABETES,ICD10DX,ANY,E11.44
DIABETES,ICD10DX,ANY,E11.49
DIABETES,ICD10DX,ANY,E11.51
DIABETES,ICD10DX,ANY,E11.52
DIABETES,ICD10DX,ANY,E11.59
DIABETES,ICD10DX,ANY,E11.610
DIABETES,ICD10DX,ANY,E11.618
DIABETES,ICD10DX,ANY,E11.620
DIABETES,ICD10DX,ANY,E11.621
DIABETES,ICD10DX,ANY,E11.622
DIABETES,ICD10DX,ANY,E11.628
DIABETES,ICD10DX,ANY,E11.630
DIABETES,ICD10DX,ANY,E11.638
DIABETES,ICD10DX,ANY,E11.641
DIABETES,ICD10DX,ANY,E11.649
DIABETES,ICD10DX,ANY,E11.65
DIABETES,ICD10DX,ANY,E11.69
DIABETES,ICD10DX,ANY,E11.8
DIABETES,ICD10DX,ANY,E11.9
DIABETES,ICD10DX,ANY,E13.00
DIABETES,ICD10DX,ANY,E13.01
DIABETES,ICD10DX,ANY,E13.10
DIABETES,ICD10DX,ANY,E13.11
DIABETES,ICD10DX,ANY,E13.21
DIABETES,ICD10DX,ANY,E13.22
DIABETES,ICD10DX,ANY,E13.29
DIABETES,ICD10DX,ANY,E13.311
DIABETES,ICD10DX,ANY,E13.319
DIABETES,ICD10DX,ANY,E13.321
DIABETES,ICD10DX,ANY,E13.3211
DIABETES,ICD10DX,ANY,E13.3212
DIABETES,ICD10DX,ANY,E13.3213
DIABETES,ICD10DX,ANY,E13.3219
DIABETES,ICD10DX,ANY,E13.329
DIABETES,ICD10DX,ANY,E13.3291
DIABETES,ICD10DX,ANY,E13.3292
DIABETES,ICD10DX,ANY,E13.3293
DIABETES,ICD10DX,ANY,E13.3299
DIABETES,ICD10DX,ANY,E13.331
DIABETES,ICD10DX,ANY,E13.3311
DIABETES,ICD10DX,ANY,E13.3312
DIABETES,ICD10DX,ANY,E13.3313
DIABETES,ICD10DX,ANY,E13.3319
DIABETES,ICD10DX,ANY,E13.339
DIABETES,ICD10DX,ANY,E13.3391
DIABETES,ICD10DX,ANY,E13.3392
DIABETES,ICD10DX,ANY,E13.3393
DIABETES,ICD10DX,ANY,E13.3399
DIABETES,ICD10DX,ANY,E13.341
DIABETES,ICD10DX,ANY,E13.3411
DIABETES,ICD10DX,ANY,E13.3412
DIABETES,ICD10DX,ANY,E13.3413
DIABETES,ICD10DX,ANY,E13.3419
DIABETES,ICD10DX,ANY,E13.349
DIABETES,ICD10DX,ANY,E13.3491
DIABETES,ICD10DX,ANY,E13.3492
DIABETES,ICD10DX,ANY,E13.3493
DIABETES,ICD10DX,ANY,E13.3499
DIABETES,ICD10DX,ANY,E13.351
DIABETES,ICD10DX,ANY,E13.3511
DIABETES,ICD10DX,ANY,E13.3512
DIABETES,ICD10DX,ANY,E13.3513
DIABETES,ICD10DX,ANY,E13.3519
DIABETES,ICD10DX,ANY,E13.3521
DIABETES,ICD10DX,ANY,E13.3522
DIABETES,ICD10DX,ANY,E13.3523
DIABETES,ICD10DX,ANY,E13.3529
DIABETES,ICD10DX,ANY,E13.3531
DIABETES,ICD10DX,ANY,E13.3532
DIABETES,ICD10DX,ANY,E13.3533
DIABETES,ICD10DX,ANY,E13.3539
DIABETES,ICD10DX,ANY,E13.3541
DIABETES,ICD10DX,ANY,E13.3542
DIABETES,ICD10DX,ANY,E13.3543
DIABETES,ICD10DX,ANY,E13.3549
DIABETES,ICD10DX,ANY,E13.3551
DIABETES,ICD10DX,ANY,E13.3552
DIABETES,ICD10DX,ANY,E13.3553
DIABETES,ICD10DX,ANY,E13.3559
DIABETES,ICD10DX,ANY,E13.359
DIABETES,ICD10DX,ANY,E13.36
DIABETES,ICD10DX,ANY,E13.39
DIABETES,ICD10DX,ANY,E13.40
DIABETES,ICD10DX,ANY,E13.41
DIABETES,ICD10DX,ANY,E13.42
DIABETES,ICD10DX,ANY,E13.43
DIABETES,ICD10DX,ANY,E13.44
DIABETES,ICD10DX,ANY,E13.49
DIABETES,ICD10DX,ANY,E13.51
DIABETES,ICD10DX,ANY,E13.52
DIABETES,ICD10DX,ANY,E13.59
DIABETES,ICD10DX,ANY,E13.610
DIABETES,ICD10DX,ANY,E13.618
DIABETES,ICD10DX,ANY,E13.620
DIABETES,ICD10DX,ANY,E13.621
DIABETES,ICD10DX,ANY,E13.622
DIABETES,ICD10DX,ANY,E13.628
DIABETES,ICD10DX,ANY,E13.630
DIABETES,ICD10DX,ANY,E13.638
DIABETES,ICD10DX,ANY,E13.641
DIABETES,ICD10DX,ANY,E13.649
DIABETES,ICD10DX,ANY,E13.65
DIABETES,ICD10DX,ANY,E13.69
DIABETES,ICD10DX,ANY,E13.8
DIABETES,ICD10DX,ANY,E13.9
GLAUCOMA,ICD10DX,ANY,H40.011
GLAUCOMA,ICD10DX,ANY,H40.012
GLAUCOMA,ICD10DX,ANY,H40.013
GLAUCOMA,ICD10DX,ANY,H40.019
GLAUCOMA,ICD10DX,ANY,H40.021
GLAUCOMA,ICD10DX,ANY,H40.022
GLAUCOMA,ICD10DX,ANY,H40.023
GLAUCOMA,ICD10DX,ANY,H40.029
GLAUCOMA,ICD10DX,ANY,H40.041
GLAUCOMA,ICD10DX,ANY,H40.042
GLAUCOMA,ICD10DX,ANY,H40.043
GLAUCOMA,ICD10DX,ANY,H40.049
GLAUCOMA,ICD10DX,ANY,H40.051
GLAUCOMA,ICD10DX,ANY,H40.052
GLAUCOMA,ICD10DX,ANY,H40.053
GLAUCOMA,ICD10DX,ANY,H40.059
GLAUCOMA,ICD10DX,ANY,H40.10X0
GLAUCOMA,ICD10DX,ANY,H40.10X1
GLAUCOMA,ICD10DX,ANY,H40.10X2
GLAUCOMA,ICD10DX,ANY,H40.10X3
GLAUCOMA,ICD10DX,ANY,H40.10X4
GLAUCOMA,ICD10DX,ANY,H40.1110
GLAUCOMA,ICD10DX,ANY,H40.1111
GLAUCOMA,ICD10DX,ANY,H40.1112
GLAUCOMA,ICD10DX,ANY,H40.1113
GLAUCOMA,ICD10DX,ANY,H40.1114
GLAUCOMA,ICD10DX,ANY,H40.1120
GLAUCOMA,ICD10DX,ANY,H40.1121
GLAUCOMA,ICD10DX,ANY,H40.1122
GLAUCOMA,ICD10DX,ANY,H40.1123
GLAUCOMA,ICD10DX,ANY,H40.1124
GLAUCOMA,ICD10DX,ANY,H40.1130
GLAUCOMA,ICD10DX,ANY,H40.1131
GLAUCOMA,ICD10DX,ANY,H40.1132
GLAUCOMA,ICD10DX,ANY,H40.1133
GLAUCOMA,ICD10DX,ANY,H40.1134
GLAUCOMA,ICD10DX,ANY,H40.1190
GLAUCOMA,ICD10DX,ANY,H40.1191
GLAUCOMA,ICD10DX,ANY,H40.1192
GLAUCOMA,ICD10DX,ANY,H40.1193
GLAUCOMA,ICD10DX,ANY,H40.1194
GLAUCOMA,ICD10DX,ANY,H40.11X0
GLAUCOMA,ICD10DX,ANY,H40.11X1
GLAUCOMA,ICD10DX,ANY,H40.11X2
GLAUCOMA,ICD10DX,ANY,H40.11X3
GLAUCOMA,ICD10DX,ANY,H40.11X4
GLAUCOMA,ICD10DX,ANY,H40.1210
GLAUCOMA,ICD10DX,ANY,H40.1211
GLAUCOMA,ICD10DX,ANY,H40.1212
GLAUCOMA,ICD10DX,ANY,H40.1213
GLAUCOMA,ICD10DX,ANY,H40.1214
GLAUCOMA,ICD10DX,ANY,H40.1220
GLAUCOMA,ICD10DX,ANY,H40.1221
GLAUCOMA,ICD10DX,ANY,H40.1222
GLAUCOMA,ICD10DX,ANY,H40.1223
GLAUCOMA,ICD10DX,ANY,H40.1224
GLAUCOMA,ICD10DX,ANY,H40.1230
GLAUCOMA,ICD10DX,ANY,H40.1231
GLAUCOMA,ICD10DX,ANY,H40.1232
GLAUCOMA,ICD10DX,ANY,H40.1233
GLAUCOMA,ICD10DX,ANY,H40.1234
GLAUCOMA,ICD10DX,ANY,H40.1290
GLAUCOMA,ICD10DX,ANY,H40.1291
GLAUCOMA,ICD10DX,ANY,H40.1292
GLAUCOMA,ICD10DX,ANY,H40.1293
GLAUCOMA,ICD10DX,ANY,H40.1294
GLAUCOMA,ICD10DX,ANY,H40.1310
GLAUCOMA,ICD10DX,ANY,H40.1311
GLAUCOMA,ICD10DX,ANY,H40.1312
GLAUCOMA,ICD10DX,ANY,H40.1313
GLAUCOMA,ICD10DX,ANY,H40.1314
GLAUCOMA,ICD10DX,ANY,H40.1320
GLAUCOMA,ICD10DX,ANY,H40.1321
GLAUCOMA,ICD10DX,ANY,H40.1322
GLAUCOMA,ICD10DX,ANY,H40.1323
GLAUCOMA,ICD10DX,ANY,H40.1324
GLAUCOMA,ICD10DX,ANY,H40.1330
GLAUCOMA,ICD10DX,ANY,H40.1331
GLAUCOMA,ICD10DX,ANY,H40.1332
GLAUCOMA,ICD10DX,ANY,H40.1333
GLAUCOMA,ICD10DX,ANY,H40.1334
GLAUCOMA,ICD10DX,ANY,H40.1390
GLAUCOMA,ICD10DX,ANY,H40.1391
GLAUCOMA,ICD10DX,ANY,H40.1392
GLAUCOMA,ICD10DX,ANY,H40.1393
GLAUCOMA,ICD10DX,ANY,H40.1394
GLAUCOMA,ICD10DX,ANY,H40.1410
GLAUCOMA,ICD10DX,ANY,H40.1411
GLAUCOMA,ICD10DX,ANY,H40.1412
GLAUCOMA,ICD10DX,ANY,H40.1413
GLAUCOMA,ICD10DX,ANY,H40.1414
GLAUCOMA,ICD10DX,ANY,H40.1420
GLAUCOMA,ICD10DX,ANY,H40.1421
GLAUCOMA,ICD10DX,ANY,H40.1422
GLAUCOMA,ICD10DX,ANY,H40.1423
GLAUCOMA,ICD10DX,ANY,H40.1424
GLAUCOMA,ICD10DX,ANY,H40.1430
GLAUCOMA,ICD10DX,ANY,H40.1431
GLAUCOMA,ICD10DX,ANY,H40.1432
GLAUCOMA,ICD10DX,ANY,H40.1433
GLAUCOMA,ICD10DX,ANY,H40.1434
GLAUCOMA,ICD10DX,ANY,H40.1490
